id,name,price,shop,品牌,内存,CPU,销量
3747410396983,联想拯救者Y7000P 2025补贴20%电竞游戏本 满血RTX4060独显可选 大学生CAD设计pr建模昭阳笔记本电脑 i7-13620H 32G 1TB丨升级X3 全新升级 官方正品丨1w买手力荐,5525.618903,Matebook笔记本小店,荣耀,9580GB,Intel i3,2061
7664392518643,2025笔记本电脑超能本补贴20% 全能本扬天V高性能轻薄商务办公大学生游戏网课手提本 V15 R7-7730U 32G 1T固态 IPS全高清屏 精装升级 满血性能显卡,1880.021856,HUWDI电脑整机官方旗舰店,七彩虹,9581GB,M3,2013
6202485701497,中柏Jumper国家补贴2025新品14英寸8G+128G轻薄本护眼学生商务办公学习影音娱乐笔记本电脑EZbook S7XT,3115.626421,ZWIDE数码旗舰店,其他,9582GB,Intel N系列,502
8753686564384,荣耀笔记本X16 2025 国家补贴13代酷睿标压i5 16G 512G 全金属机身 16吋护眼屏 轻薄笔记本电脑 灰,10000,亿柯二手电脑专营店,荣耀,9583GB,Ryzen 5,678
3626371454827,ZWIDE智纬NA08H迷你笔记本电脑8英寸触屏二合一商务办公便捷口袋掌上电脑 12G运存+128GB高速固态硬盘 lntel-N150,300,京东自营,其他,9584GB,M2,2117
6337114883024,机械革命国家补贴20%极光X酷睿i7HX 16核游戏本笔记本电脑(i7-13700HX 16G 1T RTX4060 2.5K屏 白),1659.468946,华硕华北授权旗舰店,神舟,9585GB,Ryzen 5,335
9392071372384,戴尔DELL灵越15Pro 15.6英寸超极本学习办公游戏轻薄本便携商务家用手提笔记本电脑 灵越3530 13代酷睿i5 锐炬Xe显卡 32G内存 1TB固态 120HZ高刷定制,1300.667418,联想商用办公官方旗舰店,机械革命,9586GB,AMD 锐龙,1329
7278215863028,联想来酷Lecoo 15.6英寸轻薄笔记本电脑 标压酷睿i5 16G 512G 高清屏 50Wh大电池 办公,8715.117037,老哥稳二手电脑专营店,七彩虹,9587GB,M2,1700
4310789792775,小米MI小米笔记本电脑游戏本红米i7吃鸡游戏 小米Air12-M36Y30-4G-128G,3551.381918,华为百贴专卖店,华为,9588GB,M1,897
2927208032548,极械革命2025新款笔记本电脑酷睿i9百万跑分性能怪兽编程高清护眼AI轻薄本黑悟空金属4060电竞游戏本 革命系列AI终端酷睿i9级+4K级高清护眼屏 16G...,2597.641578,游戏本展样机经营部,华为,9589GB,Intel i5,1507
8725709646538,机械革命国家补贴20%翼龙15Pro 电竞AIPC轻薄游戏笔记本电脑(R7-8745H 16G 1T RTX4060 2.5K 180Hz ),300,七彩虹祝京专卖店,海尔,9590GB,Intel i3,359
2323512975417,惠普HP国家补贴20%锐14 AMD锐龙 14英寸轻薄笔记本电脑(六核R5-7530U 8G 512G 指纹 一年上门),7554.010832,新茂二手电脑专营店,荣耀,9591GB,Intel i5,1161
7951655186794,HALIWEI国行2025款英特尔+酷睿i7笔记本电脑高性能金属轻薄本网课学习设计便携商务办公游戏学生手提 AI终端英特尔16pro+4K窄边全面屏蓝光级 16G...,2569.472645,联想;LENOVO华海专卖店,苹果,9592GB,Intel i5,2407
7426799167589,华为HUAWEI 二手笔记本电脑 MateBook13/14/XPRO触摸3K全面屏 金属机身轻薄本 95新 荣耀R5-2500+8G+256G+高分屏,10000,联想笔记本授权专卖店,荣耀,9593GB,Ryzen 9,1928
3629075114852,LENO国行2025新款英特尔i7级17.3英寸超薄笔记本电脑高性能指纹解锁设计商务办公学生轻薄本AI游戏 顶配全能本酷睿i7-6500U护眼屏+4K级窄边框 32G运行...,9371.37127,鑫航二手电脑专营店,苹果,9594GB,Intel N系列,2614
7775016919551,宏碁acer非凡Go 国家补贴20% 14英寸轻薄本 商务学生办公笔记本电脑(8核i3-N305 16G-LPDDR5 512G),300,MIFANS米粉严选拼购店,机械革命,9595GB,M2,2702
3178788447275,i5 i7四核惠普 联想 戴尔 华硕二手笔记本电脑游戏设计 办公笔记本电脑12 14 15 17寸 14寸惠普B系列1 官方套餐 9成新,2292.506981,海豚二手笔记本电脑专营店,海尔,9596GB,Intel i9,412
9365875714691,Apple/苹果AI笔记本/MacBookAir13.6英寸M3(8+10核)24G512G银色电脑MC8N4CH/A,300,DIIWELL显示器旗舰店,雷神,9597GB,Ryzen 9,2574
9649194350326,LGHO2025拯救系列新款笔记本电脑大学生专用高性能轻薄本设计编程商务办公本酷睿i9电竞游戏本4060独显 拯救系列/12核16线程/游戏本+独显 32G运行+1TB极...,1973.523072,品控优选二手电脑专营店,外星人,9598GB,AMD 锐龙,195
6361150594521,戴尔DELL二手笔记本14/15.6寸商务办公 视频剪辑 设计制图 轻薄笔记本电脑 i3-2210+8G+120G固态-核显2G 9成新,10000,华为比特专卖店,宏碁,9599GB,Ryzen 7,1316
4991649890508,2025新款英特尔15.6英寸大屏轻薄笔记本电脑上网办公游戏手提电脑 银色 512G+16G送鼠标/支架/电脑包,1711.593342,樱本旗舰店,火影,9600GB,Intel 其他,727
2984888419201,华为MateBook 14 Linux版 国家补贴20% 笔记本电脑2.8K OLED触控屏 酷睿Ultra 5 16G 1T深空灰,1641.927699,梅梅梅数码经营部,微星,9601GB,AMD 其他,1071
8871544949430,戴尔DELL国家补贴15%灵越3530 15Pro轻薄本 15.6英寸大屏办公设计炒股学生手提商用笔记本电脑 13代酷睿i5 8G 512GB固态 标配 120Hz高刷屏 锐炬显卡,7608.611588,HUATWAI旗舰店,三星,9602GB,AMD 其他,248
3708072382142,戴尔alienware外星人笔记本电脑电竞游戏本m16m18R1x14x15x16x17R2m15 M15R611代i7/16G/512G/3070 线下零售版 支持全渠道验货,6008.478845,扬宏诺笔记本专营店,七彩虹,9603GB,Ryzen 9,1767
6382805640747,HATWI国行2025款英特尔+酷睿i9独显笔记本电脑高性能轻薄大学生上网课便携设计学习商务办公游戏AI 玫瑰金英特尔16Pro/指纹+背光+护眼屏 16内存...,10000,南风九五新电脑数码经营部,七彩虹,9604GB,Intel i7,1350
3904602907125,Apple/苹果AI笔记本/MacBook Air 13.6英寸 M2 (8+8核) 16G 256G星光色电脑 MC7W4CH/A,6314.794989,鑫航二手电脑专营店,机械革命,9605GB,Ryzen 9,500
8133055921660,笔记本电脑Ai本高性能轻薄本便携商务办公电竞游戏本手提电脑 热卖款高配英特尔5805+轻薄高性能 店长推荐32G内存+1TB高速固态,300,联想亿景专卖店,微星,9606GB,AMD 锐龙,2145
2066157862547,小米红米RedmiBook14Pro15轻薄2024设计办公学生16游戏独显笔记本电脑 红米14i7-10510U/8+512独显 官方标配|内存硬盘可升级定制 店保两年|正品保障,4075.402588,京挑优选二手电脑专营店,lg,9607GB,Ryzen 9,1873
3605842291785,荣耀笔记本X14 超清版国家补贴13代酷睿标压i7 16G 1T 120Hz 2.8K护眼屏 14吋轻薄笔记本电脑 灰,9795.777541,速系电脑整机旗舰店,七彩虹,9608GB,Intel 其他,433
5145100435760,联想拯救者Y7000P 2025补贴电竞游戏笔记本电脑r Y9000P同性能4060显卡可选 14代酷睿i7-14650HX 16G 1T 满血4050国家补贴20% 16英寸电竞屏2.5K16,300,异能者 ERAZER电脑办公旗舰店,火影,9609GB,AMD 锐龙,1839
7684739879436,机械革命无界15X 国家补贴20%2025高性能锐龙轻薄本 学生办公商务笔记本电脑 R7-8745HS 32G 1T 灰色 120Hz 2.5K高色域,300,华硕adol官方旗舰店,华为,9610GB,Intel i3,484
7786089583204,戴尔DELL灵越Pro15 3530轻薄便携办公15.6英寸笔记本大学生游戏手提电脑 灵越353013代酷睿 120HZ高刷 32G内存 1TB固态顶配定制款,4521.759624,浦联中慧官方旗舰店,戴尔,9611GB,Intel i5,2704
9471383541527,惠普HP国家补贴20%战66 14+ 全新2025轻薄笔记本电脑 英特尔酷睿Ultra5 225H 32G 1T 2.5K屏,4241.319297,京智天选官企特惠拼购店,微星,9612GB,AMD 锐龙,1869
3096296145169,天选者5pro官方补贴20%2025新款笔记本电脑酷睿i9独显4060高性能金属AI设计电竞游戏本轻薄本 酷睿I9级4G满血显存畅玩大型网游星空银 32G内存+1TB...,10000,天选者旗舰店,三星,9613GB,Ryzen 9,1126
4121782763624,荣耀笔记本 X16 2025 国家补贴13代酷睿标压i7 16G 1T 全金属机身 16吋护眼屏 轻薄笔记本电脑 灰 16英寸护眼屏 i7-13620H/16G/1T,10000,HUWDI电脑整机官方旗舰店,微星,9614GB,Intel N系列,656
5774584283584,苹果AppleMacBook  Pro Air 超薄商务学习 二手笔记本电脑 95新13寸轻薄 i5-8G-512G,763.7972159,华为新通路专卖店,七彩虹,9615GB,M1,211
9943385689907,华为MateBook 14 Linux版 国家补贴20% 笔记本电脑2.8K OLED触控屏 酷睿Ultra 5 16G 1T原野绿,3468.985086,ACER宏碁旗舰店,华硕,9616GB,Ryzen 9,703
6638211512381,惠普hp)国家补贴20%锐 15.6 英寸高清屏轻薄商务办公笔记本电脑本 R5-7530U 8G 512G 指纹识别,4781.856454,LENO电脑办公旗舰店,联想,9617GB,Intel 其他,1214
8177645352254,联想小新Pro14笔记本电脑 2025可选酷睿i5高性能超轻薄本商务设计办公游戏扬天V学生编程手提本Air14 N100 16G内存 1TB固态 P14H IPS全高清屏 满血性能显卡 ...,4927.851945,星想联笔记本旗舰店,雷神,9618GB,AMD 锐龙,1767
9960118728862,机械革命蛟龙16pro5070TI 蛟龙16pro2025蛟龙16k 送黑神话悟空好评赢取 2025新品蛟龙畅玩黑神话悟空 蛟龙16Pro/R9-8945HX/5070ti白 定制豪华高配32G+,300,戴尔DELL维克特睿专卖店,其他,9619GB,Intel 其他,2719
2601601152436,荣耀笔记本X16 超清版国家补贴13代酷睿标压i7 16G 1T 120Hz 2.5K护眼屏 16吋轻薄笔记本电脑 灰,4116.236748,诺米澳官方旗舰店,其他,9620GB,AMD 其他,2126
2389513862899,雷神911系列Zero猎荒者/猎刃4060i7二手笔记本电脑游戏本学生设计网课15/17寸 95新i5-10代16G512 3060高刷20款,7631.19294,拯救者电脑整机经营部,神舟,9621GB,Intel i7,1600
1460778986324,HAWEIAI Book1月新款2025英特尔酷睿i9/I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 酷睿i9畅玩黑神话悟空高端玩家 32G内存+1TB超速硬盘,815.0460112,京天游匣旗舰店,lg,9622GB,Ryzen 9,2728
3468004966845,I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 酷睿i7集显4K+全能本+全面屏+背光+指纹锁 16G内存+1TB超速硬盘,8459.925843,华硕旭硕专卖店,联想,9623GB,Intel i3,2212
8079798181591,华硕天选4/3/2游戏本笔记本电脑酷睿独显满血4060高性能轻薄学生设计 I7-10750H|1650Ti-4G|144hz 16GB内存+512GB固态可定制 正品样机|支持验机,6520.875191,天选者官方旗舰店,惠普,9624GB,Ryzen 9,1076
7435250838010,机械革命MECHREVO极光X 2025款极光E旗舰酷睿i7HX满血4060/4070游戏本16英寸高性能办公笔记本电脑 i5-12450HX|满血4060|极光E 16G内存+512G固态 |,300,鼎盛笔记本电脑经营部,微星,9625GB,M2,2113
7392913460475,华为二手笔记本电脑Matebook 13/14/15.6英寸轻薄荣耀magic商务学习直播编程办公本 Magic R5-2500 8G+256G 18款 95成新,300,东科智选经营部,雷神,9626GB,Intel 其他,1780
4232579458996,七彩虹隐星G16 Pro 2025旗舰新款16英寸 14代酷睿i9 RTX5070ti/5080显卡游戏笔记本电脑高性能轻薄设计 G标配i7-14650HX32G1T 5070Ti 电竞独显,10000,智选优品官企拼购店,联想,9627GB,Ryzen 7,2342
4733149660513,联想ThinkPad 2020款E14 十代酷睿 商务办公游戏视频剪辑设计制图 二手笔记本电脑95新 主推20款E14 10代 16G 512G高分,4560.403185,笔记本电脑授权店,联想,9628GB,M2,2616
3124122057768,戴睿dere2025新品英特尔超薄金属笔记本电脑轻薄本 16英寸商务便携办公大学生游戏本手提电脑 金属款2.5K超清屏/轻量化机身 16G内存 256G高速固态,10000,联想严选授权专卖店,神舟,9629GB,M3,2757
5167997107223,99成新荣耀MagicBook X16战斗版12代酷睿标压i5 16+512G 16吋高清护眼轻薄本笔记本电脑质检报告,3949.063377,瑞程二手电脑专营店,其他,9630GB,AMD 其他,1794
6345129891590,惠普HP国家补贴20%战66 六代 14英寸轻薄笔记本电脑 酷睿高性能13代i5 16G 1TB 高色域低蓝光 AI,300,HUVE笔记本旗舰店,华硕,9631GB,AMD 其他,216
4918659917516,机械革命蛟龙16Pro游戏本 2025新款锐龙R7HX 旗舰AIPC 满血4060蛟龙16K 电竞高刷学生设计笔记本电脑 旗舰AIPC八大核R7H/4060满功耗/2.5K 16G内存+1TB固态丨热,300,浦联中慧官方旗舰店,七彩虹,9632GB,Ryzen 7,239
5470691078031,HUATWAI国行2025新款英特尔酷睿i7笔记本电脑轻薄本15.6英寸高清IPS屏商务办公网课设计大学生游戏本 旗舰款全新16代英特尔Pro Book 粉色 16G大运...,300,亿盛源电脑办公专营店,神舟,9633GB,Ryzen 7,1083
9608372927218,联想thinkpad 轻薄商务办公二手笔记本电脑小新Air i7-7500 品质认证累计销售5万+ 9新i5-4200高清8G+512G固态/14款,300,机械革命知一二专卖店,微星,9634GB,AMD 锐龙,1352
8471309622778,LGHO2025拯救系列新款笔记本电脑高性能轻薄本大学生者专用设计编程商务办公酷睿i9独显4060电竞游戏本 拯救系列/酷睿i9级/8核16线程 32G运行内存+1TB极...,10000,速系电脑整机旗舰店,雷神,9635GB,Intel i9,2407
6919355076664,免息0首付联想ThinkPad X1CARBON轻薄商务办公x1c i5 i7四核笔记本14寸 七2019款 I7-16G-512G固态 95成新,300,一站淘二手电脑专营店,荣耀,9636GB,M2,2276
5070550583045,戴尔DELL国家补贴15%笔记本灵越15Pro大屏轻薄本3530 15.6英寸13代超极本学生便携商务家用电脑 主推爆款|酷睿i5 512G 16G 120Hz,10000,电竞笔记本小店,小米,9637GB,Intel i3,2744
5724688371490,戴尔DELL灵越15 10核i7-1355U/64G内存/2TB固态/核显/15.6英寸120Hz全面屏商务学习笔记本3530定制升级,5337.953602,七彩虹笔记本电脑旗舰店,雷神,9638GB,AMD 锐龙,2718
7513586968945,ThinkPad国家补贴20%联想E14笔记本电脑 AI PC 商务办公学生轻薄本 全新酷睿Ultra5 32G 1T 2.2K银色,3937.949035,宏碁官方旗舰店,华硕,9639GB,Ryzen 9,2353
1517924083595,联想笔记本电脑V15 2025补贴 全新窄边框学生网课高性能轻薄本 15.6英寸家用商务办公手提电脑 N4500 32G内存 1TB高速固态丨升级 满血高性能显卡 全高清...,1100.07093,异能者 ERAZER电脑办公旗舰店,机械革命,9640GB,M2,354
8458340898812,WIKO 华为智选 Hi MateBook 14 酷睿Ultra 笔记本电脑 国家补贴20% Ultra 5 16GB 1TB 深空灰,3666.05596,HUATWAI旗舰店,海尔,9641GB,Ryzen 5,1539
6094409494883,机械革命MECHREVO无界14S笔记本电脑3C国家补贴20%14英寸13代酷睿i5超轻薄商务办公学生手提本 灰丨i5-13420H 16G+512GB官标补贴20%,3668.544675,ACER宏碁旗舰店,小米,9642GB,Intel N系列,951
3804995730869,苹果Apple MacBook Pro 二手苹果笔记本电脑 AI办公 商务剪辑 游戏娱乐 9成新 18款13寸i5/8G-512G 9R2银I灰,6177.752629,华品智旗舰店,其他,9643GB,M3,973
2258476060232,联想小新Pro14笔记本电脑 2025可选酷睿i5高性能超轻薄本商务设计办公游戏扬天V学生编程手提本Air14 N100 16G内存 512G固态 P14H IPS全高清屏 满血性能显卡 ...,300,优品择优二手电脑专营店,机械革命,9644GB,Intel i7,835
1150677829726,机械革命国家补贴20%极光15 15.6英寸游戏本笔记本电脑(I5-12450HX 16G 512G RTX4050 165HZ ),300,宏盛二手电脑专营店,华为,9645GB,M1,2363
6570413435228,小米 红米RedmiBook Pro14笔记本电脑 时尚高效便携流畅办公本简约 i5 11代16 512独显Pro142.5K屏 Redmi 轻薄笔记本,6240.033688,联想授权旗舰店,联想,9646GB,Intel i7,2532
8340721307027,机械革命MECHREVO无界14S笔记本电脑3C国家补贴20%14英寸13代酷睿i5超轻薄商务办公学生手提本 灰丨i5-13420H 16G+512GB官标补贴20%,10000,正麦笔记本旗舰店,惠普,9647GB,Intel N系列,2125
1885639974144,机械师政府国家补贴20%曙光16Pro 锐龙R7酷睿13代i7-13650HX满血RTX4060游戏本2025笔记本电脑240Hz R7H|满血4060|16G+512GB国补,707.6969948,HUMI旗舰店,华硕,9648GB,Intel N系列,368
4610535289989,补贴20%英特尔可选酷睿笔记本电脑轻薄网课设计学习商务办公 AI终端 英特尔15pro+窄边全面屏 8G运行+128G硬盘14英寸,6743.201108,鼎胜二手电脑专营店,联想,9649GB,AMD 锐龙,1335
1190829968634,神舟HASEE国家补贴20%战神Z8 12代酷睿i5 15.6英寸游戏本笔记本电脑(i5-12450H RTX4050 16G 512G),300,WUWEI灵耀笔记本经营部,联想,9650GB,Intel i5,2291
5256086513449,联想拯救者Y7000P 2025补贴20%游戏笔记本电脑酷睿i7满血4060独显 可选昭阳X3核显大学生工作站CAD建模 i7-13620H 32G内存 2TB固态升级X3 全新升级 官方正品丨1w+,300,京天游匣旗舰店,外星人,9651GB,AMD 锐龙,2346
9292383554491,华硕天选6 Pro 酷睿版 国家补贴20% 16英寸游戏本 笔记本电脑(i7-14650HX 16G 1T RTX5070 2.5K)青,300,戴睿电脑办公旗舰店,微星,9652GB,AMD 其他,748
8549395155655,联想拯救者Y9000P 2025至尊版补贴20% AI 元启电竞游戏本满血RTX5090独显可选G5000设计剪辑笔记本电脑 14核酷睿i7  高能RTX4060 G5000 升级丨32G 1T固态,3778.919303,拯救者电脑整机经营部,宏碁,9653GB,M3,1983
7493040814108,WIKO 华为智选 Hi MateBook 14 酷睿Ultra 笔记本电脑 国家补贴20% Ultra 5 16GB 1TB 深空灰,1989.164171,瑞程二手电脑专营店,海尔,9654GB,Ryzen 9,1316
9557568942583,华硕ASUS无畏pro15无畏14/16轻薄笔记本电脑4060高性能游戏本 无畏15银R5-7430U/IPS护眼屏/15.6 512G固态硬盘 x  16GB,1901.877212,屹程二手笔记本电脑专营店,小米,9655GB,Intel i5,298
2847716321962,HALIWEI国行2025款英特尔+酷睿i7笔记本电脑高性能金属轻薄本网课学习设计便携商务办公游戏学生手提 AI终端英特尔16pro+4K窄边全面屏蓝光级 32G...,3160.944868,玩家战魂笔记本旗舰店,火影,9656GB,Intel N系列,2758
2291176486700,LGHO2025拯救系列新款笔记本电脑高性能轻薄本大学生者专用设计编程商务办公酷睿i9独显4060电竞游戏本 拯救系列/酷睿i9级+独显/电竞游戏本 32G运行内...,10000,鼎盛笔记本电脑经营部,火影,9657GB,Ryzen 5,1419
8929473142941,ThinkPad国家补贴20%E14 联想轻薄便携笔记本电脑 R5 16G 512G 黑 高效办公 AI生态,300,正麦笔记本旗舰店,惠普,9658GB,M3,411
9445473907580,华为MateBook 14 酷睿 Ultra笔记本电脑 国家补贴20% 2.8K OLED触控手写屏 Ultra 5 16G 1T 深空灰,10000,京智天选官企特惠拼购店,惠普,9659GB,其他,1634
2654676391705,联想笔记本电脑 2025新锐龙R5 16/14高性能商务办公直播剪辑学生网课设计全能轻薄手提本 新品16英寸 R5-7430U 32G内存 1TB大固态 定制 性价高配,300,联想电脑办公授权专卖店,其他,9660GB,AMD 锐龙,1284
9917318247429,联想 Lenovo 二手笔记本电脑 ThinkPad 13/14/15寸 商务办公本 独显 16G 特价款i5--8G-256G固态,1789.269505,爱回收严选电脑数码官方旗舰店,苹果,9661GB,Intel i9,2215
1412211834877,小米MI air pro12 13 15二手笔记本电脑 超薄商务办公学习本 9成新 air12-6Y30-4-128G 办公娱乐,6874.889815,瀚铠电竞笔记本电脑商城经营部,雷神,9662GB,Intel i7,582
3794972651757,DIIWELL便携显示器 15.6英寸 IPS便携显示扩展屏 电脑 手机 笔记本 PS4/5 Switch副屏一线直连 15.6英寸FHD高清IPS,300,联想;LENOVO品优专卖店,华硕,9663GB,Ryzen 5,744
2178557511961,联想拯救者Y9000P 黑神话悟空酷睿24核i9-14900HX RTX4060 16英寸设计电竞笔记本元启冰魄白可选 i9-14900HX/RTX4060冰魄白 标配32G内存/1TB固态硬盘,10000,华为鼎升专卖店,宏碁,9664GB,Intel i5,2302
3112725197500,中柏Jumper国家补贴2025新品14英寸8G+128G轻薄本护眼学生商务办公学习影音娱乐笔记本电脑EZbook S7XT,10000,H&U&W旗舰店,苹果,9665GB,M3,1187
5742709980795,NAIWO国行2025新款英特尔+酷睿i7笔记本电脑高性能超薄轻薄本网课商务办公设计游戏本大学生手提AI Ai智能英特尔16Ultra4K级蓝光全面屏银 32G内...,848.276888,MateBook官企工作室,荣耀,9666GB,M1,484
3679368605425,联想笔记本电脑V15 2025补贴 全新窄边框学生网课高性能轻薄本 15.6英寸家用商务办公手提电脑 N4500 16G内存 512G高速固态丨升级 满血高性能显卡 全高清...,300,极械元启小新专卖店,苹果,9667GB,Intel 其他,378
2003764222251,戴睿dere2025新品英特尔超薄金属笔记本电脑轻薄本 16英寸商务便携办公大学生游戏本手提电脑 金属款2.5K超清屏/轻量化机身 16G内存 256G高速固态,5156.186502,联想;LENOVO品优专卖店,火影,9668GB,M3,948
7449124366648,I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 AI终端酷睿i7满血独显全能电竞游戏本 16G内存+256G超速硬盘,10000,机械革命游戏电脑旗舰店,惠普,9669GB,Ryzen 7,657
8575519109167,七彩虹Colorful隐星P16 Pro 13代酷睿i9 16英寸游戏笔记本电脑(i9-13900HX 32G 1T RTX5070Ti 240Hz,9080.988997,星晟二手电脑专营店,联想,9670GB,M3,483
3396270554490,联想Lenovo) 拯救者15.6寸Y7000/ R9000P高刷电竞吃鸡设计游戏本二手笔记本电脑 9新 I7-6700H  960大屏编程15isk 16G内存+512G固态,3957.83941,WUWEI灵耀笔记本经营部,七彩虹,9671GB,M2,802
9908981320218,华为笔记本电脑MateBook 14 酷睿Ultra 2K高清触控便携商务办公轻薄本 i7-8565 8G 512独显13/14 HUAWEI轻薄商务本,1994.880299,京创优品拼购店,lg,9672GB,AMD 锐龙,1793
2548341052878,HUATWAI国行2025新款英特尔酷睿i7笔记本电脑轻薄本15.6英寸高清IPS屏商务办公网课设计大学生游戏本 旗舰款全新16代英特尔Pro Book 粉色 8G运行+25...,6017.757514,硕海通笔记本专营店,微星,9673GB,Intel i7,858
3555941643083,极光E学生设计办公笔记本电脑 旗舰酷睿i5HX丨RTX4060满血 标配:16G内存+512G固态丨官方补贴 1,1653.36554,京智天选官企特惠拼购店,戴尔,9674GB,Intel i3,2651
3422361344181,HALIWEI国行2025款英特尔+酷睿i7笔记本电脑高性能金属轻薄本网课学习设计便携商务办公游戏学生手提 轻薄款14代英特尔IPS护眼屏 32GB运存+...,300,瑞程二手电脑专营店,海尔,9675GB,Ryzen 5,2433
2776990164523,联想小新拯救者华硕天选ROG幻枪神魔霸惠普戴尔二手笔记本 电竞游戏本 笔记本电脑99新 拍拍二手 联想,300,联想亿景专卖店,神舟,9676GB,M2,1780
2260944882002,AIERXUAN爱尔轩Air14 2025新款英特尔14英寸高性能笔记本电脑轻薄本自营 商务学生办公手提电脑青8G 128G,2690.271283,ThinkPad笔记本专卖店,火影,9677GB,Intel i9,2468
8370828511314,机械师曙光16Pro笔记本电脑16英寸机械师T58/F117电竞RTX4060独显游戏本 16GB内存+512G固态硬盘 i5-9300H-GTX1650独显4G 官方标配可升级定制,300,速系电脑整机旗舰店,惠普,9678GB,Intel i9,711
3588043799799,联想拯救者Y9000P 黑神话悟空酷睿24核i9-14900HX RTX4060 16英寸设计电竞笔记本元启冰魄白可选 i9-14900HX/RTX4060冰魄白 标配32G内存/1TB固态硬盘,8648.252918,联想商用丽邦专卖店,华硕,9679GB,Intel 其他,358
1460507617531,玩嘉国补20% 2025 笔记本电脑轻薄本学生网课设计手提金属商务办公本  16pro高端 银色16G+512GB,4277.612863,官企电竞笔记本经营部,华硕,9680GB,M2,2215
5382869520182,华为HUAWEI国家补贴20%笔记本电脑MateBook D14 2025新款Linux系统14英寸全面屏学生轻薄本商务办公本 银丨i5-12450H 16G 512G固态 店铺预装Windo,4380.53272,联想福鑫铭锐专卖店,机械革命,9681GB,Intel i7,2254
2274110289558,戴睿2025新款平板电脑二合一笔记本 11.1英寸2K高清触摸屏 轻薄商务办公网课教育平板手提电脑 2K触摸屏/英特尔12代强芯 8G内存 256G高速固态,300,好物购笔记本旗舰店,宏碁,9682GB,Intel i3,2352
6763479811473,ThinkPad国家补贴20%联想ThinkBook16 锐龙版 R7-8845H 16英寸 16G 1T 2.5K 120Hz 高刷大屏笔记本电脑,4005.242503,华为百贴专卖店,其他,9683GB,AMD 其他,1746
7134198944951,联想拯救者Y9000P游戏笔记本电脑R7000P独显4060旗舰学生电竞手提轻薄 16G+1TB R9000P 5800H/3060/2.5k165 店保两年 正品保障,2586.934755,捷泰数码经营部,火影,9684GB,M2,1441
6330055076759,华南智能15.6英寸铝合金IP65全加固三防笔记本电脑 i9十三代 8GB独显  工控便携式计算机 可定制,300,戴尔DELL云天盛专卖店,微星,9685GB,Intel 其他,1180
7364675939661,戴尔DELL戴尔笔记本电脑i7剪辑设计商务办公轻薄本吃鸡游戏本流畅高清 2 -i7 -16G-1TB -独显1G 标准套餐,300,京优甄选电竞拼购店,戴尔,9686GB,Ryzen 5,1266
2384364982209,联想笔记本电脑昭阳悦Max 14英寸AMD高性能轻薄商务办公本 R5-7430U 8G 512G  office国家补贴20%,7570.146524,新联享优选经营部,微星,9687GB,Ryzen 9,834
7073595759084,华为HUAWEI国家补贴20%笔记本电脑MateBook D14 2025新款Linux系统14英寸全面屏学生轻薄本商务办公本 银丨i5-12450H 16G 512G固态 店铺预装Windo,3547.325899,屹程二手笔记本电脑专营店,七彩虹,9688GB,Intel i7,276
5469825851314,戴睿dere2025新款英特尔笔记本电脑高性能轻薄本 超薄全能商务办公设计大学生网课家用手提电脑 仙女款高配英特尔+IPS窄边全面屏 32G内存 1TB超速固态,10000,宏盛二手电脑专营店,外星人,9689GB,Intel i3,1753
7790678574223,"宏碁政府换新补贴20%笔记本电脑非凡Go Fun 16英寸超轻薄本 英特尔四核高性能 游戏设计办公大学生 新非凡Go16.0""大屏丨新7纳米四核N100 官方...",10000,智选优品官企拼购店,火影,9690GB,Ryzen 5,1474
3628609957429,惠普HP国家补贴20%战66 16+ 全新2025轻薄笔记本电脑 英特尔酷睿Ultra7 255H 32G 1T 2.5K屏,300,京品严选二手电脑旗舰店,荣耀,9691GB,M2,632
1027923010766,联想拯救者Y7000P 2025补贴电竞游戏笔记本电脑r Y9000P同性能4060显卡可选 14代酷睿i7-14650HX 16G 1T 满血4050国家补贴20% 16英寸电竞屏2.5K16,3927.234359,机械革命智烁专卖店,华硕,9692GB,Intel N系列,1001
4301534536927,得峰国家补贴20%14英寸笔记本电脑 英特尔游戏超轻薄笔记本电脑 高性能轻薄本 固态128G硬盘,7484.352979,天选者旗舰店,雷神,9693GB,M1,1518
3705130372872,联想笔记本电脑小新15 2025高性能轻薄本 锐龙7 8745HS 16G 512G 2.5K 165Hz OLED国家补贴20%,4690.812312,趣机甄选二手电脑专营店,荣耀,9694GB,Ryzen 9,2089
8805606503742,联想 二手笔记本电脑14-15寸轻薄本商务办公独显笔记本电脑二手 PS平面设计CAD视频剪辑游戏本 联想戴尔hp办公双核4G120G固态随机发 9成新,5528.644116,星人国际二手电脑专营店,微星,9695GB,其他,403
5808154265614,戴睿dere2025新品英特尔超薄金属笔记本电脑轻薄本 16英寸商务便携办公大学生游戏本手提电脑 金属款2.5K超清屏/轻量化机身 16G内存 256G高速固态,8573.792254,三星显示器甄越旗舰店,七彩虹,9696GB,Ryzen 5,1985
